,subject,trial,leftrating,rightrating,rt,choice,correct
653,18,75,6,5,4501,1,1
654,18,76,0,5,1237,0,1
655,18,77,5,6,8705,1,0
656,18,78,6,9,1369,0,1
657,18,79,5,8,6212,1,0
658,18,80,1,4,3172,1,0
659,18,81,6,6,3152,1,0
660,18,82,4,1,1513,1,1
661,18,83,9,5,968,1,1
662,18,84,2,4,5570,0,1
663,18,85,9,4,1460,1,1
664,18,86,4,5,986,1,0
665,18,87,5,5,6521,0,0
666,18,88,8,6,1579,1,1
667,18,89,2,0,1693,1,1
668,18,90,8,5,2064,1,1
669,18,91,6,5,3725,1,1
670,18,92,8,6,1011,1,1
671,18,93,5,7,2572,0,1
672,18,94,2,6,2047,0,1
673,18,95,4,3,4371,0,0
674,18,96,6,6,4315,1,0
675,18,97,7,5,3592,1,1
676,18,98,6,9,1045,0,1
677,18,99,6,5,2971,1,1
678,18,100,5,8,3023,1,0
679,19,1,7,5,1449,0,0
680,19,2,6,3,1918,0,0
681,19,3,5,6,1970,1,0
682,19,4,5,4,1908,1,1
683,19,5,0,4,1591,0,1
684,19,6,5,1,1263,1,1
685,19,7,5,4,1848,1,1
686,19,8,6,3,1242,1,1
687,19,9,5,7,1543,1,0
688,19,10,1,5,1719,0,1
689,19,11,4,8,1504,0,1
690,19,12,4,5,2224,0,1
691,19,13,6,7,1803,1,0
692,19,14,3,1,1864,1,1
693,19,15,7,9,1423,0,1
694,19,16,3,6,1661,1,0
695,19,17,3,5,1423,1,0
696,19,18,4,5,2023,0,1
697,19,19,7,6,2263,0,0
698,19,20,5,7,2828,0,1
699,19,21,1,5,1485,0,1
700,19,22,4,7,1584,0,1
701,19,23,9,7,1302,1,1
702,19,24,7,7,1544,1,0
703,19,25,1,4,1930,1,0
704,19,26,5,3,2213,1,1
705,19,27,5,5,1141,1,0
706,19,28,7,7,2022,1,0
707,19,29,3,7,2671,1,0
708,19,30,1,3,2963,0,1
709,19,31,5,6,1537,1,0
710,19,32,6,9,1785,0,1
711,19,33,4,4,1972,0,0
712,19,34,0,5,1331,0,1
713,19,35,5,6,2316,0,1
714,19,36,5,1,1738,1,1
715,19,37,3,3,1913,1,0
716,19,38,7,9,1337,0,1
717,19,39,4,0,1712,1,1
718,19,40,3,5,1296,0,1
719,19,41,9,9,3182,1,0
720,19,42,0,0,3189,0,0
721,19,43,7,5,1557,1,1
722,19,44,8,3,1187,1,1
723,19,45,4,4,2156,0,0
724,19,46,5,5,1550,0,0
725,19,47,4,5,1320,0,1
726,19,48,3,1,1260,1,1
727,19,49,4,5,1175,0,1
728,19,50,5,4,1632,1,1
729,19,51,5,5,1020,1,0
730,19,52,7,5,2123,1,1
731,19,53,1,5,1176,0,1
732,19,54,10,9,2459,1,1
733,19,55,7,5,1547,1,1
734,19,56,5,7,1629,1,0
735,19,57,5,7,2540,0,1
736,19,58,0,4,1896,0,1
737,19,59,6,6,2124,0,0
738,19,60,10,6,1293,1,1
739,19,61,4,2,2157,1,1
740,19,62,4,6,1678,0,1
741,19,63,7,4,1370,1,1
742,19,64,5,5,2575,0,0
743,19,65,3,4,2938,0,1
744,19,66,4,4,1584,1,0
745,19,67,6,8,1114,0,1
746,19,68,5,4,1318,1,1
747,19,69,5,7,1366,0,1
748,19,70,4,1,1285,1,1
749,19,71,4,0,1366,1,1
750,19,72,5,6,1640,1,0
751,19,73,1,4,2066,1,0
752,19,74,6,7,1558,0,1
753,19,75,5,4,2300,1,1
754,19,76,1,5,1576,0,1
755,19,77,7,7,1101,0,0
756,19,78,5,5,3419,0,0
757,19,79,6,5,2651,0,0
758,19,80,2,7,2587,0,1
759,19,81,4,4,2975,0,0
760,19,82,1,5,2090,0,1
761,19,83,6,1,1473,1,1
762,19,84,10,7,1682,1,1
763,19,85,3,8,1209,0,1
764,19,86,5,1,1461,1,1
765,19,87,1,3,1265,0,1
766,19,88,1,6,2135,0,1
767,19,89,1,4,1124,0,1
768,19,90,5,5,1500,0,0
769,19,91,5,10,1615,0,1
770,19,92,4,5,1181,0,1
771,19,93,5,10,1523,0,1
772,19,94,5,3,2642,1,1
773,19,95,6,1,1521,1,1
774,19,96,2,4,3612,0,1
775,19,97,4,5,1363,0,1
776,19,98,5,4,1533,1,1
777,19,99,3,6,1320,0,1
778,19,100,6,5,1812,1,1
779,20,1,4,2,1991,1,1
780,20,2,2,6,1813,0,1
781,20,3,1,3,2099,0,1
782,20,4,5,1,833,1,1
783,20,5,3,0,1612,1,1
784,20,6,2,3,1402,0,1
785,20,7,3,0,1655,1,1
786,20,8,2,2,2123,0,0
787,20,9,3,3,1239,1,0
788,20,10,2,4,1462,0,1
789,20,11,5,0,1514,1,1
790,20,12,3,6,1512,0,1
791,20,13,5,5,1373,1,0
792,20,14,0,4,1360,0,1
793,20,15,6,6,2498,1,0
794,20,16,4,0,1269,1,1
795,20,17,0,0,4295,0,0
796,20,18,5,4,1389,1,1
797,20,19,6,2,988,1,1
798,20,20,1,4,1165,0,1
799,20,21,7,4,939,1,1
800,20,22,6,3,1451,1,1
801,20,23,4,4,2815,1,0
802,20,24,0,2,1823,0,1
803,20,25,6,3,942,1,1
804,20,26,2,6,2146,0,1
805,20,27,7,4,761,1,1
806,20,28,2,1,2818,0,0
807,20,29,1,4,1256,0,1
808,20,30,5,3,1905,1,1
809,20,31,6,3,953,1,1
810,20,32,0,0,1375,1,0
811,20,33,0,3,1029,0,1
812,20,34,2,1,1284,1,1
813,20,35,6,2,965,1,1
814,20,36,2,3,1351,1,0
815,20,37,5,2,1728,1,1
816,20,38,1,4,2412,0,1
817,20,39,6,5,970,1,1
818,20,40,4,4,1162,1,0
819,20,41,8,6,1822,1,1
820,20,42,5,5,1355,1,0
821,20,43,4,0,1388,1,1
822,20,44,4,2,1376,1,1
823,20,45,3,1,1049,0,0
824,20,46,3,2,1101,1,1
825,20,47,6,3,1896,1,1
826,20,48,1,2,1273,0,1
827,20,49,0,0,1351,1,0
828,20,50,5,2,1417,1,1
829,20,51,0,3,2267,1,0
830,20,52,3,0,1217,0,0
831,20,53,1,6,1240,0,1
832,20,54,6,5,1578,0,0
833,20,55,2,1,1392,1,1
834,20,56,4,0,1147,1,1
835,20,57,4,0,903,1,1
836,20,58,0,1,2340,0,1
837,20,59,4,2,2217,1,1
838,20,60,3,2,1348,1,1
839,20,61,3,0,1347,1,1
840,20,62,6,3,1235,0,0
841,20,63,3,6,1263,0,1
842,20,64,2,1,1133,1,1
843,20,65,4,6,1049,1,0
844,20,66,4,6,759,0,1
845,20,67,3,0,1070,1,1
846,20,68,6,4,1440,1,1
847,20,69,6,5,785,1,1
848,20,70,1,6,1102,0,1
849,20,71,4,0,1001,1,1
850,20,72,6,3,1702,1,1
851,20,73,2,0,1929,1,1
852,20,74,2,5,1405,0,1
853,20,75,7,5,1496,1,1
854,20,76,2,5,931,0,1
855,20,77,0,1,1168,0,1
856,20,78,0,0,1385,1,0
857,20,79,2,5,1408,0,1
858,20,80,0,3,1153,0,1
859,20,81,2,3,2152,0,1
860,20,82,5,3,1860,1,1
861,20,83,2,0,1077,1,1
862,20,84,0,3,899,0,1
863,20,85,8,9,951,1,0
864,20,86,4,2,1165,1,1
865,20,87,3,5,972,0,1
866,20,88,3,4,858,0,1
867,20,89,1,2,1327,1,0
868,20,90,3,2,1202,0,0
869,20,91,3,6,1037,1,0
870,20,92,6,5,1539,1,1
871,20,93,6,2,890,1,1
872,20,94,5,4,1545,1,1
873,20,95,3,4,946,0,1
874,20,96,0,5,935,0,1
875,20,97,4,5,870,0,1
876,20,98,6,9,844,1,0
877,20,99,1,2,1090,0,1
878,20,100,1,5,784,0,1
879,22,1,6,2,2882,0,0
880,22,2,3,0,1675,1,1
881,22,3,9,7,2113,1,1
882,22,4,4,3,4144,0,0
883,22,5,3,5,2248,0,1
884,22,6,3,5,3736,1,0
885,22,7,8,5,1532,1,1
886,22,8,7,6,3383,0,0
887,22,9,7,8,1926,0,1
888,22,10,6,8,1577,0,1
889,22,11,3,7,1843,0,1
890,22,12,3,7,2910,0,1
891,22,13,7,4,3920,0,0
892,22,14,4,8,2378,0,1
893,22,15,4,7,2078,0,1
894,22,16,7,3,1306,1,1
895,22,17,7,10,931,0,1
896,22,18,7,7,2107,1,0
897,22,19,6,8,1289,0,1
898,22,20,6,8,3696,0,1
899,22,21,6,3,1575,1,1
900,22,22,3,8,1558,0,1
901,22,23,7,7,3750,0,0
902,22,24,4,8,1695,0,1
903,22,25,8,4,1476,1,1
904,22,26,4,4,1925,0,0
905,22,27,4,8,1212,0,1
906,22,28,7,9,1289,0,1
907,22,29,7,4,1231,1,1
908,22,30,7,7,2038,1,0
909,22,31,8,3,1038,1,1
910,22,32,7,5,3634,0,0
911,22,33,6,6,1674,1,0
912,22,34,1,2,2505,0,1
913,22,35,3,3,1341,0,0
914,22,36,4,7,1185,0,1
915,22,37,0,3,1783,0,1
916,22,38,3,6,1095,0,1
917,22,39,4,8,1074,0,1
918,22,40,7,5,1261,1,1
919,22,41,3,5,3131,0,1
920,22,42,8,4,1825,1,1
921,22,43,7,10,819,0,1
922,22,44,1,6,1446,0,1
923,22,45,7,4,1297,1,1
924,22,46,2,7,1195,0,1
925,22,47,3,6,2524,0,1
926,22,48,6,4,1740,1,1
927,22,49,1,1,3778,0,0
928,22,50,10,6,1111,1,1
929,22,51,4,8,1075,0,1
930,22,52,4,3,2015,1,1
931,22,53,3,7,1096,0,1
932,22,54,7,4,1448,1,1
933,22,55,4,5,3189,0,1
934,22,56,7,5,2002,1,1
935,22,57,4,3,1998,0,0
936,22,58,6,10,653,0,1
937,22,59,5,3,2799,1,1
938,22,60,7,5,2864,0,0
939,22,61,7,3,1863,1,1
940,22,62,7,8,1187,0,1
941,22,63,0,3,1553,0,1
942,22,64,3,0,1501,1,1
943,22,65,7,3,2385,1,1
944,22,66,6,6,2169,0,0
945,22,67,4,4,3734,0,0
946,22,68,4,6,4746,1,0
947,22,69,6,8,1232,0,1
948,22,70,0,5,2480,0,1
949,22,71,8,6,1472,1,1
950,22,72,5,4,2391,0,0
951,22,73,4,7,834,0,1
952,22,74,7,6,3618,1,1
953,22,75,4,3,2661,0,0
954,22,76,6,5,1066,0,0
955,22,77,4,0,3473,0,0
956,22,78,7,8,957,0,1
957,22,79,6,6,3199,0,0
958,22,80,8,8,2604,1,0
959,22,81,8,7,2905,0,0
960,22,82,6,1,2354,1,1
961,22,83,7,8,1606,0,1
962,22,84,4,7,1350,0,1
963,22,85,3,8,2045,0,1
964,22,86,7,8,4107,1,0
965,22,87,6,8,1067,0,1
966,22,88,0,0,1583,1,0
967,22,89,3,4,1059,0,1
968,22,90,4,6,1960,0,1
969,22,91,7,7,3333,1,0
970,22,92,2,7,1374,0,1
971,22,93,4,3,1623,1,1
972,22,94,3,4,3452,1,0
973,22,95,6,3,2465,0,0
974,22,96,8,3,1163,1,1
975,22,97,5,7,2099,0,1
976,22,98,6,5,887,0,0
977,22,99,7,4,1276,1,1
978,22,100,6,5,1169,1,1
979,23,1,6,4,6078,1,1
980,23,2,4,5,12912,1,0
981,23,3,0,0,3209,0,0
982,23,4,4,3,3375,1,1
983,23,5,3,3,1993,1,0
984,23,7,3,6,3546,0,1
985,23,8,5,1,2108,1,1
986,23,9,6,5,8479,1,1
987,23,10,1,3,2847,0,1
988,23,11,5,5,2414,1,0
989,23,12,3,5,2007,1,0
990,23,13,0,3,1596,0,1
991,23,14,4,5,1572,0,1
992,23,15,4,7,2445,0,1
993,23,16,5,4,1417,1,1
994,23,17,7,8,2606,0,1
995,23,18,1,4,2056,0,1
996,23,19,1,4,1253,0,1
997,23,20,2,1,2059,1,1
998,23,21,2,3,2779,1,0
999,23,22,8,3,1058,1,1
1000,23,23,6,3,2201,1,1
1001,23,24,3,5,1252,0,1
1002,23,25,5,5,2680,1,0
1003,23,26,1,2,4294,0,1
1004,23,27,8,5,1682,1,1
1005,23,28,2,6,1628,0,1
1006,23,29,5,3,2560,1,1
1007,23,30,0,2,2393,0,1
1008,23,31,4,5,1129,0,1
1009,23,32,6,1,1591,1,1
1010,23,33,5,5,2352,1,0
1011,23,34,8,5,1419,1,1
1012,23,35,5,2,3235,1,1
1013,23,36,4,6,4921,1,0
1014,23,37,8,5,1568,1,1
1015,23,38,0,1,1978,1,0
1016,23,39,4,3,1521,1,1
1017,23,40,5,3,5474,0,0
1018,23,41,3,8,1111,0,1
1019,23,42,1,4,1420,0,1
1020,23,43,1,3,1736,1,0
1021,23,44,0,3,2168,0,1
1022,23,45,5,5,3378,0,0
1023,23,46,7,3,1023,1,1
1024,23,47,4,5,1825,0,1
1025,23,48,1,5,955,0,1
1026,23,49,6,6,13278,1,0
1027,23,50,2,2,1164,0,0
1028,23,51,4,2,1308,0,0
1029,23,52,8,7,1213,1,1
1030,23,53,4,5,1288,0,1
1031,23,54,1,3,1835,0,1
1032,23,55,5,5,2091,1,0
1033,23,56,2,2,1247,1,0
1034,23,57,3,1,2587,1,1
1035,23,58,1,0,2246,1,1
1036,23,59,6,1,1180,1,1
1037,23,60,0,2,1254,0,1
1038,23,61,3,3,2461,0,0
1039,23,62,6,1,1855,1,1
1040,23,63,1,5,1286,0,1
1041,23,64,5,5,2532,0,0
1042,23,65,1,4,4105,0,1
1043,23,66,3,4,2309,0,1
1044,23,67,5,6,2873,0,1
1045,23,68,2,0,2019,1,1
1046,23,69,8,3,1111,1,1
1047,23,70,5,7,990,0,1
1048,23,71,5,3,1452,1,1
1049,23,72,3,0,1400,1,1
1050,23,73,3,1,2473,1,1
1051,23,74,5,7,1820,0,1
1052,23,75,3,5,2384,1,0
1053,23,76,3,3,1670,1,0
1054,23,77,2,3,2015,0,1
1055,23,78,3,4,3757,1,0
1056,23,79,4,3,1693,1,1
1057,23,80,5,1,1281,1,1
1058,23,81,2,0,2734,1,1
1059,23,82,6,5,8826,0,0
1060,23,83,3,5,1125,0,1
1061,23,84,0,1,1513,1,0
1062,23,85,5,3,2400,1,1
1063,23,86,6,3,1418,1,1
1064,23,87,1,2,2112,0,1
1065,23,88,7,3,1715,1,1
1066,23,89,3,1,1479,1,1
1067,23,90,4,1,3241,1,1
1068,23,91,2,1,1673,0,0
1069,23,92,3,2,3366,0,0
1070,23,93,5,3,1347,1,1
1071,23,94,1,1,1190,1,0
1072,23,95,8,4,1684,1,1
1073,23,96,4,4,2415,0,0
1074,23,97,8,8,2500,1,0
1075,23,98,4,5,2400,0,1
1076,23,99,4,5,2289,0,1
1077,23,100,3,6,2513,0,1
1078,25,1,4,2,11119,1,1
1079,25,2,1,4,1769,0,1
1080,25,3,5,6,1485,1,0
1081,25,4,4,6,3147,0,1
1082,25,5,8,3,2399,1,1
1083,25,6,3,7,1480,0,1
1084,25,7,4,3,1514,1,1
1085,25,8,4,8,1828,0,1
1086,25,9,4,6,3286,0,1
1087,25,10,8,3,1679,1,1
1088,25,11,1,0,1658,1,1
1089,25,12,1,1,2726,0,0
1090,25,13,3,3,2930,0,0
1091,25,15,5,2,3031,1,1
1092,25,16,3,6,11939,1,0
1093,25,17,4,6,12126,1,0
1094,25,18,6,5,1724,1,1
1095,25,19,2,2,8943,1,0
1096,25,20,4,2,3101,1,1
1097,25,21,5,0,3303,1,1
1098,25,22,1,6,3804,0,1
1099,25,23,0,1,6525,0,1
1100,25,24,7,3,7554,1,1
1101,25,25,1,1,17698,0,0
1102,25,26,7,6,3935,1,1
1103,25,27,3,6,5490,0,1
1104,25,28,2,1,4269,0,0
1105,25,29,3,2,1963,1,1
1106,25,30,5,6,2735,1,0
1107,25,31,2,0,11049,1,1
1108,25,32,2,1,2256,1,1
1109,25,33,1,0,5869,1,1
1110,25,34,2,1,1804,1,1
1111,25,35,6,3,5472,0,0
1112,25,36,8,5,1852,1,1
1113,25,37,2,3,3061,1,0
1114,25,38,8,3,1684,1,1
1115,25,39,7,6,3705,1,1
1116,25,40,7,8,18102,0,1
1117,25,41,4,2,9584,1,1
1118,25,42,3,5,1519,0,1
1119,25,43,6,6,2038,1,0
1120,25,44,1,4,1393,0,1
1121,25,45,8,7,1877,0,0
1122,25,46,2,5,2739,0,1
1123,25,47,1,4,3034,1,0
1124,25,48,6,5,2913,0,0
1125,25,49,3,5,7596,0,1
1126,25,50,4,1,1823,0,0
1127,25,51,3,6,1427,0,1
1128,25,52,4,0,1238,1,1
1129,25,53,7,4,1415,1,1
1130,25,54,3,5,3655,0,1
1131,25,55,7,4,881,1,1
1132,25,56,3,0,1126,1,1
1133,25,57,3,8,2085,0,1
1134,25,58,6,1,1137,1,1
1135,25,59,6,4,1551,1,1
1136,25,60,2,3,2318,1,0
1137,25,61,3,5,2388,0,1
1138,25,62,4,5,2809,0,1
1139,25,63,5,4,1498,1,1
1140,25,64,1,3,1642,0,1
1141,25,65,3,1,2052,1,1
1142,25,66,6,4,2178,1,1
1143,25,67,8,6,1349,1,1
1144,25,68,5,3,1380,1,1
1145,25,69,3,4,3174,1,0
1146,25,70,5,5,1716,0,0
1147,25,71,6,8,1280,0,1
1148,25,72,4,5,1549,0,1
1149,25,73,3,2,3354,0,0
1150,25,74,5,5,1790,1,0
1151,25,75,8,6,1514,1,1
1152,25,76,1,0,1718,1,1
1153,25,77,8,5,2379,1,1
1154,25,78,8,5,3016,1,1
1155,25,79,3,1,1754,1,1
1156,25,80,3,0,1217,1,1
1157,25,81,1,6,1084,0,1
1158,25,82,2,5,1649,0,1
1159,25,83,2,1,1457,1,1
1160,25,84,0,3,1045,0,1
1161,25,85,3,8,1222,0,1
1162,25,86,3,3,3714,0,0
1163,25,87,4,0,1065,1,1
1164,25,88,4,3,1576,1,1
1165,25,89,6,5,3697,0,0
1166,25,90,6,5,1572,1,1
1167,25,91,4,0,1230,1,1
1168,25,92,2,0,1237,1,1
1169,25,93,3,0,1271,1,1
1170,25,94,1,2,1310,0,1
1171,25,95,8,4,3056,1,1
1172,25,96,4,7,2225,0,1
1173,25,97,1,5,1693,0,1
1174,25,98,3,3,3623,1,0
1175,25,99,5,5,1250,1,0
1176,25,100,6,8,2282,0,1
1177,26,1,5,0,1089,1,1
1178,26,2,1,3,1017,0,1
1179,26,3,5,2,1517,1,1
1180,26,4,1,3,1762,0,1
1181,26,5,2,1,1223,1,1
1182,26,6,5,4,1407,0,0
1183,26,7,3,4,1444,0,1
1184,26,8,6,8,1289,0,1
1185,26,9,2,6,1886,0,1
1186,26,10,1,1,2776,0,0
1187,26,11,4,8,1371,0,1
1188,26,12,8,3,1425,1,1
1189,26,14,5,1,1158,1,1
1190,26,15,4,3,2254,0,0
1191,26,16,2,5,3316,1,0
1192,26,17,2,5,1839,0,1
1193,26,18,5,1,1119,1,1
1194,26,20,3,1,1934,1,1
1195,26,22,6,6,1966,1,0
1196,26,23,3,1,5535,1,1
1197,26,24,5,3,6996,0,0
1198,26,26,5,1,1807,1,1
1199,26,27,5,3,3177,1,1
1200,26,29,5,3,1644,1,1
1201,26,32,6,3,1073,1,1
1202,26,33,6,2,1454,1,1
1203,26,34,3,5,1670,0,1
1204,26,35,4,2,1092,1,1
1205,26,36,3,0,1147,1,1
1206,26,37,3,3,954,0,0
1207,26,38,1,6,1057,0,1
1208,26,39,8,3,1407,1,1
1209,26,40,0,4,1817,0,1
1210,26,41,5,2,1453,1,1
1211,26,42,8,5,1008,1,1
1212,26,43,3,2,1445,0,0
1213,26,45,4,6,1171,0,1
1214,26,46,2,0,2804,0,0
1215,26,47,7,10,1490,0,1
1216,26,48,5,8,1295,0,1
1217,26,49,2,3,1875,0,1
1218,26,51,0,3,1004,0,1
1219,26,52,1,1,997,1,0
1220,26,53,6,3,1142,1,1
1221,26,54,1,5,1199,0,1
1222,26,55,4,8,976,0,1
1223,26,56,2,6,1055,0,1
1224,26,57,4,2,4113,0,0
1225,26,58,6,3,1088,1,1
1226,26,59,5,1,1220,1,1
1227,26,60,6,3,901,1,1
1228,26,63,5,3,1292,1,1
1229,26,65,6,5,1972,1,1
1230,26,66,3,2,3155,0,0
1231,26,67,0,2,1982,0,1
1232,26,68,2,3,2409,1,0
1233,26,69,6,8,7261,1,0
1234,26,71,6,5,1629,1,1
1235,26,72,4,2,1517,0,0
1236,26,73,1,5,1209,0,1
1237,26,74,3,5,1173,0,1
1238,26,76,0,1,1180,0,1
1239,26,77,3,8,1097,0,1
1240,26,78,3,8,1107,0,1
1241,26,79,2,1,1752,0,0
1242,26,80,3,8,940,0,1
1243,26,81,5,4,2599,0,0
1244,26,82,6,5,1198,1,1
1245,26,86,1,5,1647,0,1
1246,26,89,6,8,787,0,1
1247,26,96,6,3,774,0,0
1248,26,97,5,4,1867,1,1
1249,26,100,5,0,1066,1,1
1250,27,1,2,0,3107,1,1
1251,27,2,6,4,7607,0,0
1252,27,3,2,0,9073,0,0
1253,27,4,2,3,7259,0,1
1254,27,5,2,2,4987,1,0
1255,27,6,2,3,6356,0,1
1256,27,7,1,4,4219,1,0
1257,27,8,2,0,2654,1,1
1258,27,9,1,4,1487,0,1
1259,27,10,2,3,1973,1,0
1260,27,11,2,4,1810,0,1
1261,27,12,3,2,5421,0,0
1262,27,13,4,4,2389,1,0
1263,27,14,0,2,7926,0,1
1264,27,15,2,4,3705,1,0
1265,27,16,2,2,3429,0,0
1266,27,17,0,2,6268,0,1
1267,27,18,2,2,1394,1,0
1268,27,19,3,1,5889,0,0
1269,27,20,0,1,5643,0,1
1270,27,21,2,0,8041,1,1
1271,27,22,0,5,4770,1,0
1272,27,23,0,0,3975,1,0
1273,27,24,0,3,3922,0,1
1274,27,25,2,2,6873,1,0
1275,27,26,3,0,5422,1,1
1276,27,27,0,2,6006,0,1
1277,27,28,0,0,2627,1,0
1278,27,29,2,0,5749,1,1
1279,27,30,2,2,6513,0,0
1280,27,31,0,0,5192,0,0
1281,27,32,0,0,2634,0,0
1282,27,33,1,1,2183,1,0
1283,27,34,1,4,1306,0,1
1284,27,35,2,0,2540,0,0
1285,27,36,0,2,3483,0,1
1286,27,37,2,2,7668,0,0
1287,27,38,3,0,1214,0,0
1288,27,39,2,0,1227,0,0
1289,27,40,0,0,3269,0,0
1290,27,41,1,2,2456,1,0
1291,27,42,2,2,2614,0,0
